Serial No.,Name of the Project,Project Activity,Name of the Contact Person,Sector,Address Line.1,Address Line.2,Address Line.3,Telephone,Fax,Email
625,FUJI CEMENT CO. (LANKA) LTD.,CEMENT,W. C.  FERNANDO - GROUP GENERAL MANAGER,Manufacturing,NO. 469 1/1,GALLE RD.,COLOMBO 03.,2500466/ 2592308-9,2500897,tokyogm@sltnet.lk
626,FULGAR LANKA (PVT) LTD.,NYLON  TEXTURISED YARN & COVERED ELASTHANE YARN,MS. S.G.P. LATHPANDURA,Apparel,FULGAR LANKA (PRIVATE) LTD.,"PHASE 1, SPUR ROAD 4, K.E.P.Z.",KATUNAYAKE.,2265955,2265958,suhashni@fulgarlanka.com
627,FURNIMIX (PVT LTD.,"PARTICLE BOARDS, MELAMINE COATED PARTICLE BOARDS",W A AROSHA ASANGA,Manufacturing,"NO. 184/27 A, SALGASTHENNA RD.",KANDY RD.,NITTAMBUWA,033 2299000,,arosha@damro.lk
628,FUTURE ENERGY (PVT) LTD.,5000 KW BIOMASS DENDRO POWER PLANT,ANKUR JAIN,Utilities,22/1,PITAKANDA ROAD,KANDY,0473624623/0775897546,,info@ankurscientific.com
629,G L YACHTING ASIA (PVT) LTD.,OCEAN VOYAGER BOATS,DULIP SENANI WICKRAMARATNE,Manufacturing,NO. 69/5 B,ELVITIGALA MW.,COLOMBO 8,0777 568760,0112 673250,dulip.wickramaratne@gmail.com
630,G M METAL PACKAGING LANKA (PVT) LTD.,TIN CANS,THANUJA HETTIARACHCHI,Manufacturing,GM METAL PACKAGING LANKA (PVT) LTD.,"NO.220, SAMANABEDDA,",THITTAPATTARA,112406775,112406799,thanuja.sl@gmmetalpackaging.com
631,G S I LANKA (PVT) LTD.,GARMENTS - TAKE OVER KEEMCY (PVT) LTD. - BANDARAGAMA,MR.JIM RATNAM - CHAIRMAN,Apparel,NO. 145,KYNSEY RD.,COLOMBO 08,011-2678722/7,2678727,jimgroup@sltnet.lk
632,G S L NATURALS (PVT) LTD.,SPICE OILS USING LOCALLY GROWN AGRICULTURAL INPUTS,THOUSEEF AHAMED,Agriculture,"62/1,","MAWILMADA ROAD,",KANDY,775305156,-,sales@gslnaturals.com
633,G T B STEEL CORPORATION (PVT) LTD.,HIGH TENSILE DEFORM BARS,SUREKA PREMAWARDANE - MANAGER ACCOUNTS,Manufacturing,"NO. 15, BOTEJU MW.",THIMBIRIGASYAYA RD.,COLOMBO 5.,2501351 / 4-515824,2507926,surekapremawardane@gmail.com
634,G T L  LANKA (PVT) LTD.,TEA BAGGING & PACKING PLANT,CHANNA DIAS,Manufacturing,NO. 67A,SEDAWATTA RD.,WELLAMPITIYA.,0115746551-3,2547144,cd@sltnet.lk
635,G T NEXUS SERVICES (PVT) LTD.,DEVELOP SOFTWARE,RICHARD TAN,Knowledge Services,# 177,"AVESTA BUILDING,GALLE ROAD,",COLOMBO 03,94114768300,94114518676,Richard.Tan@infor.com
636,G.P. DE SILVA AND SONS INTER. (PVT) LTD.,"CINNAMON, PEPPER & CITRONELLA",G.E.L. DE SILVA - MANAGING DIRECTOR,Agriculture,NO. 171,GALLE RD.,RATHMALANA.,2738371,2733371,gpsons@gpds.cinnamanlk.com
637,G.P. GARMENTS (PVT) LTD. - EXP1,"JEANS,SLACKS,WORK&LEISURE WARE",R A B MULLEGAMA-GROUP FIN. &OPE. MANAGER,Apparel,SEETHAWAKA INTL. IND. PARK,AVISSAWELLA.,,036-2231825/6,036-2231685,rohitha@gp-garments.com
638,GAC MARINE SERVICES (PVT) LTD.,BUNKERING SERVICE,GAYANTHA JAYAKODY,Services,NO. 284,VAUXHALL ST.,COLOMBO 02.,4797900-5,4797910,gayantha.jayakody@gac.com
639,GALLE FACE HOTEL-1994 (PVT) LTD.,HOTEL DEVELOPMENT PROJECT - 134 ROOMS,P.P. MADDUMAGE - GROUP F. CONTROLLER,Tourism & Leisure,"NO. 327 ,  UNION PLACE",COLOMBO - 03.,,112449168,112325747,janka@gallefacehotel.net
640,GALLE FORT HOTEL (PVT) LTD.,HOTEL AND RESTAURANT IN GALLE FORT - 14 ROOMS,SANJEEWA RANASINGHE - MANAGER,Tourism & Leisure,"NO. 28 , CHURCH RD.",FORT,GALLE.,091-2232870,091-2232939,info@galleforthotel.com
641,GALUKU AGRI (PVT) LTD.,COCO PEAT BASED PRODUCTS,Y M JAGATH MANJULA YAPA,Manufacturing,"NO. 10/1, BABER WATTHA",MARALUWAWA,KURUNEGALA,077 3046102,037 2232817,jagath@galukuexport.com
642,GALUKU HYDROPONIC (PVT) LTD.,COCO PEAT PRODUCTS,MR. JAGATH MANJULA YAPA,Manufacturing,ROCK SIDE GARDEN,MARALUWAWA,KURUNEGALA,773046102,372232817,jagath@galukuexport.com
643,GAMMADUWA HYDRO POWER (PVT) LTD.,900 KW MINI HYDRO POWER PLANT,MRS. D.S. DHARMAWARDENE--MANAGING  DIREC,Utilities,NO. 105 1/2,ELVITIGALA MW.,COLOMBO 08,"011-5365949,5365948",011  -2689180,ruwanfm@gajashakthiholdings.co
644,GARMENT SERVICES MEEGODA (PVT) LTD.,GARMENTS,ROSHAN KAVEENDRA,Apparel,WATAREKA,MEEGODA,,2823654,2823656,roshan@garmentsl.com
645,GARTON HOTELS (PVT) LTD,TOURIST HOTEL - 20 ROOMS,RANJITH P SENARATNE,Tourism & Leisure,NO. 141/4,VAUXHALL ST.,COLOMBO 02,071 4109070,4716922,senaratneranjith@gmail.com
646,GEMTED (PVT) LTD.,CUT & POLISH GEMS,MS. AURELIE RUMAS,Manufacturing,"40, ASSELA GARDENS,","GANEARAMBA, MASSALA,",,770125444,,diadamas@gmail.com
647,GENESIIS SOFTWARE (PVT) LTD.,COMPUTER SOFTWARE,W S WEERASOORIYA - MANAGING DIRECTOR,Knowledge Services,"49/16 , ICELAND BUILDING",GALLE RD.,COLOMBO 03.,117765600,"23,298,682,447,972",ceo@genesiis.com
648,GEVEO AUSTRALASIA (PVT) LTD.,DEVELOP SOFTWARE,A.M.G. GOMEZ,Knowledge Services,"NO. 172, POORWARAMA ROAD,",KIRULAPONA,,2824899,2824899,annesley@geveo.com
649,GIDDAWA HYDRO POWER (PVT) LTD.,2.2 MW MINI HYDRO POWER PROJECT,RAVI RATHNASEKARA - ACCOUNTANT,Utilities,NO. 36,BRISTOL STREET,COLOMBO 01.,4731731,4731555,ravi.power@hemas.com
650,GISLAVED GUMMI LANKA (PVT) LTD.,AUTOMOTIVE COMPONENTS & GASKETS,MS. JAYANTHI JAYAWARDANA - PERSONNEL EXE,Manufacturing,NO. 371,COLOMBO RD.,PILIYANDALA.,011-4342391,4212758,wasantha@elastomeric.lk
651,GISLAVED GUMMI LANKA (PVT) LTD.-EXP1,AUTOMOTIVE COMPONENTS & GASKET,PRIYA ABEYSIRGUNAWARDENA-FIN.CONTROLLER,Manufacturing,,,,"49,437,514,216,627",4212758,priya@elastomeric.lk
652,GISLAVED GUMMI LANKA (PVT) LTD.-EXP2,GASKETS & SOLID TYRES,ROBERT KNUTSSON,Manufacturing,,,,2410350,4212758,asoka@elastomeric.lk
653,GLOBAL AUTO MANUFACTURING LTD.,UNDERTAKE ENTREPORT TRADING OF VEHICLES & SPARE PARTS,MR.YOGA PERERA - DIRECTOR,Services,"LEVEL 7, 65C",DHARMAPALA MW.,COLOMBO 07,"24,344,930,777,390,900",5330228,autoland@sltnet.lk
654,GLOBAL FISHERIES (PVT) LTD.,"DEEP SEA FISHING, SUB-CONTRACTS FOR FISH PROCESSING",THUSITHA DE SOYSA,Agriculture,"NO. 28, JOSEPH`S LANE",COLOMBO 04,,2598831,2597842,thusitha@gsffish.com
655,GLOBAL HEALTH TEA LANKA (PVT) LTD.,VALUE ADDED TEAS (PACKED TEA & TEA BAGS),IROSHA JAYASINGHE,Manufacturing,"233/2, HEIYANTHUDUWA",MABIMA,BIYAGAMA,2465530/31,,irosha@globalhealthtealtd.com
656,GLOBAL INTIMATES (PVT) LTD.,KNIT GARMENTS,KUSHAL PERERA,Apparel,NO. 31,LAYRDS RD.,COLOMBO 05,011-2506818,2581281,
657,GLOBAL MACRO INDUSTRIES (PVT) LTD.,"RECYCLE USED TYRES & PROD. GAS OIL,CARBON BLACK & STEEL",UPUL DE ZOYSA,Manufacturing,NO. 12,MORRIS  RAJAPAKSHA MW.,"ATHUL KOTTE, KOTTE",077 3888177,,upuldezoysa@hotmail.com
658,GLOBAL RUBBER INDUSTRIES (PVT) LTD.,SOLID RUBBER TYRES,THUSITHA DE ZOYSA,Manufacturing,NO. 28,JOSEPH`S LANE,COLOMBO 04.,4510589,"25,510,912,597,842",thusitha@gsffish.com
659,GLOBAL SEA FOODS (PVT) LTD.,PROCESSING OF FISH,THUSITHA DE ZOYSA,Agriculture,"28, JOSEPH`S LANE",COLOMBO 4.,,"25,988,314,510,589",2551091,thusitha@gsffish.com
660,GLOBAL SEA FOODS (PVT) LTD.-EXP 1,PROCESSING OF FISH,P WEERASINGHE - ASST. GENERAL MANAGER,Agriculture,GLOBAL SEA FOODS (PVT) LTD.,NO. 65/3  D S FONSEKA RD.,COLOMBO 05.,"25,988,314,510,589",2597842,parakrama@amaseuro.com
661,GLOBAL SPORTS LANKA (PVT) LTD.,SURF SAILS & ACCESSORIES/KITES,JASMINE THIRUCHELVAM - FINANCE MANAGER,Manufacturing,PHASE II,RING ROAD 3,KATUNAYAKE.,2252378,2252470,jasmine@gslanka.lk
662,GLOBAL SPORTS LANKA (PVT) LTD. - EXP1,"WINDSURFING SAILS,ACCESSORIES",PREMANATH GUNARATNE - FACTORY MANAGER,Manufacturing,NORTH SAILS LANKA (PVT) LTD.,E.P.Z.,WATHUPITIWALA.,033-2281915/6,033-2282161,premanath@nslanka.lk
663,GLOBAL STAR LOGISTICS (PVT) LTD.,WAREHOUSING COMPLEXES,JUDE DEVAPRIYA PEIRIS,Services,"NO. 40, N.D.H ABDUL CAFFOOR BLDG.",CHURCH ST.,COLOMBO 01,112250000,112250303,jude.peiris@gsllanka.lk
664,GLOBAL TRANSPORTATION & LOGISTICS (P)LTD,"WAREHOUSING COMPLEX,EMBRODIERY,CUTTING,CONTAINER RIGGING",CHANAKA THILAKARATHNE,Services,"NO.40,CHURCH STREET",COLOMBO 01.,,2250000 ext 8030,2250025,chanaka.thilakarathne@gtllanka.lk
665,GLOPET INVESTMENT PROMOTION (PVT) LTD.,MANAGEMENT CONSULTANTS,SUREN MUTHURAJAH-INVESTMENT ANALYST,Services," LEVEL 3 , NO.10",ALFRED HOUSE GARDEN,COLOMBO 03.,4-523623,4-523653,suren@freelanka.com
666,GLOVETECH INNOVATION (PVT) LTD.,RESEARCH & DEVELOPMENT LAB FOR GLOVE TECHNOLOGY,GAYAN PERERA,Services,"12,THALGAHAVILA ROAD",MUNAGAMA,HORANA,774236634,,gayan@glovetech.asia
667,GLOVETEX (PVT) LTD.,SURGICAL GLOVES,K R D PRIYANGONI,Manufacturing,NO. 18,NAWALA RD.,NUGEGODA.,715312930,4311222,priyangani@lalangroup.com
668,GLOWBAL OUTLETS (PVT) LTD.,LOGISTIC SERVICES,MR.KAPILA HEMACHANDRA - GROUP MANG.,Services,NO 24 A,"SPURE ROAD 4,","PHASE 1, KEPZ",777706721,011-2260501,kapila@glowbaloutlets.lk
669,GOLD COIN FEEDMILLS (LANKA) LTD.,LIVESTOCK FEED,J.L.P. FERNANDO -,Manufacturing,NO. 205,VYSTWYKE RD.,COLOMBO 15.,2527298/2521274,2521937,general.gcfl@goldcoin-lk.com
670,GOLDEN CROWN INDUSTRIAL CORPORATION P. L, STEEL INGOTS & BILLETS,MR. N L GUPTHA,Manufacturing,4TH MILE POST,KURUNEGALA PUTTALAM ROAD,KALLADIYA-,0325626373/077395793,325696373,asmindsri@gmail.com
671,GOLDEN KEY HOSPITALS LTD.,SPECIALIZED EYE HOSPITAL,MR.NIRANJAN SILVA.,Infrastructure,"511/3 , KOTTE RD.",RAJAGIRIYA.,,2880288,2880388,ceoghk@sltnet.lk
672,GOLDEN PALM CRAFTS (PVT) LTD.,WOODEN HANDICRAFTS & TOYS,MRS. C.  JAYAWARDENA - DIRECTOR,Manufacturing,"NO 45 , HORTON PLACE",COLOMBO 07.,,2685386,2686877,goldenpalmsl@sltnet.lk
673,GOLDEN ROSE RECREATION COMPLEX (PVT) LTD, RECREATION COMPLEX,BERTY WIDANAGAMAGE,Tourism & Leisure,NO. 236,HIGH LEVEL RD.,COLOMBO 06,2828123,2828437,tokyoexp@sltnet.lk
674,GOLDI SANDS HOTELS (PVT) LTD.,REFURBISHMENT GOLDI SANDS HOTEL - 75 ROOMS,LAL DISSANAYAKE,Tourism & Leisure,ETHUKALA,NEGOMBO.,,031 2279227,031 2278019,goldi@eureka.lk
675,GOMALE OYA HYDRO POWER (PVT) LTD.,1.4 MINI HYDRO POWER PLANT,RAVI PATHNASEKARA,Utilities,"NO. 75,","BRAYBROOKE PLACE,",COLOMBO 02.,"0114731731, 0771004568",114731555,ravi@resusenergy.lk
676,GOOD HOPE PROPERTY DEVELOPERS (PVT) LTD., APARTMENT COMPLEX,J A VEDANAYAGAM - COMPANY SECRECTARY,Infrastructure,ACCOUNTING AND ALLID SERVICES LTD,"67A,","DAVIDSON ROAD,",2592713,,info@accountingandallied.com
677,GOORYONG LANKA (PVT) LTD.,PADDING & QUILLTING,NIRMALA JEYARAJ,Apparel,"PHASE III , E P Z",KATUNAYAKE.,,2252427-9,2252431,nrgooryong@sltnet.lk
678,GOPSONS LANKA (PVT) LTD.,PRINTING SALES RECEIPT IN ROLL FORM WITH SECURITY FEATURES,PROMODYA WICKRAMASINGHE - C E O,Manufacturing,"PHASE III , I P Z",KATUNAYAKE.,,077-3863631 / 2253762,4830022,padma.lk@gppl.org
679,GREAT CYCLES (PVT) LTD.,"BICYCLE FRAMES & FORKS, ASSEMBLE OF BICYCLE & WHEELS",J D SUJEEWA PATHMAKUMARI,Manufacturing,PHASE III,E.P.Z,KATUNAYAKE.,2260380,2255003/0112260888,merilfrnnd@yahoo.com
680,GREEN FARMS (PVT) LTD.,FOLIAGE PLANTS,MRS. H.M. ALUWIHARE,Agriculture,NO.54,HORTON PLACE,COLOMBO 07.,2684344,2684345,helenea@greenfarms.lk
681,GREEN PARADISE (PVT) LTD.,AGRO ECO HOTEL - 50 ROOMS,MR.RUWAN KUNASEKARA / CHIEF ACCOUNTANT,Tourism & Leisure,NO. 424 B,THOMAS FERNANDO RD.,WENNAPPUWA,662286300,,cheifacct_theparadise@brownshotels.com
682,GREEN RENEWABLE ENERGY (PVT) LTD.,200 KW MINI HYDRO POWER PROJECT,MRS. GAYA G. A. GUNAWARDENA,Utilities,"3, SARASAVI GARDENS",OFF NAWALA RD.,NUGEGODA,112856283,,greenrenew@gmail.com
683,GREEN SOILS (PVT) LTD.,COIR BRIQUETTES/COIR PRODUCTS,MR. I.A.H. WIJEGUNAWARDANE,Manufacturing,NO. 286/A 9TH LANE,GALLE ROAD,COLOMBO 03.,4713714-15/17,2370862,ceo@greensoils.com
684,GREENFIELD BIO PLANTATIONS (PVT) LTD.,"ORGANIC TEA, VEGITABLES,HERBS,COFFEE & SPICES",MRS. VINOTHINI SRITHARAN - ACCOUNTANT,Agriculture,NO. 23,BRAY BROOKE ST.,COLOMBO 02.,2300458,2302198,accounts@fairtradeorganicteas.com
685,GREENKEEPERS (PVT) LTD.,EXPORT TRADING HOUSE,A N EDIRISINGHE,Services,"LOT 10, ZONE A","B.E.P.Z, WALGAMA",MALWANA,773352875,"2792101, 4401451",nilanthi@greenkeepers.lk
686,GROSSART (PVT) LTD.,LATEX  NATURAL GLOVES,N A R R S NANAYAKKARA - DIRECTOR,Manufacturing,"400,DEANS RD.",COLOMBO 10.,,2627514,2699018,ramesh@dplgroup.com
687,GROSSART (PVT) LTD. - EXP1,LATEX INDUSTRIAL GLOVES,ATULA MUTHUKUDA - GROUP COMM. MANAGER,Manufacturing,,,,"2780952,0777/287893",2780951,athula@dplgroup.com
688,GROWRITE SUBSTRATES (PVT) LTD.,COCONUT HUSK IN VALUE ADDED FORM,K.V.N. SANJEEWA,Manufacturing,NO. 104,PAGODA RD.,PITAKOTTE,5522772-4,2812585,sanjeewa@trowide.lk
689,GURUGODA HYDRO (PVT) LTD.,1.2 MW MINI HYDRO POWER PLANT,MAFAZ ANSAR,Utilities,"LEVEL 10, ""ACCESS TOWERS""","278, UNION PLACE",COLOMBO 02,4760000,4760076,mafazma@vidullanka.com
690,GUSTON LANKA (PVT) LTD.,READYMADE GARMENTS - T/O DILRUK GARMENT IND. LTD. - THALAWA,NIMAL R JAYAWARDANE,Apparel,"A0,SEETHAWAKA INDUSTRIAL PARK,",AVISSAWELLA,,036-22-31860,036-22-31869,rnimal@concord.lk
691,H - CONNECT (PVT) LTD.,IT COMPANY TO FACILITATE FINANCE TRANSACTIONS THROUGH BPO SE,DILUSH PERERA,Knowledge Services,"LEVEL23RD,WEST TOWER,","WORLD TRADE CENTER,",COLOMBO-01,011-7797018  /  0772 620759,011-2446135,dilush.perera@hirdaramani.com
692,H D D E S EXRACTS (PVT) LTD.,"ESSENTIAL OILS & FLORAL EXTRACTS, OLEORESIN AROMA CHEMICALS",P. GUNATHILAKA  -,Manufacturing,NO. 309,JAYANTHA WEERASEKERA MW.,COLOMBO 10.,2438739,2440556,info@hddes.com
693,H D D E S EXRACTS (PVT) LTD. - EXPANSION,EXTRACT ESSENTIAL OIL,H GEHAN K DE SILVA  - MANAGING DIRECTOR,Manufacturing,H D D E S EXTRACTS (PVT) LTD.,"NO. 309, JAYANTHA WEERASEKARA MW.",COLOMBO 10.,2438739,2440556,hddes.slt.lk
694,H I FASHION HOLDINGS (PVT) LTD.,SCREEN PRINTING PLANT,MR.WARUNA SUGATHAPALA - CHIEF FINANCE,Apparel,LEVEL 23,"WEST TOWER, W.T.C.",COLOMBO 01.,2895182/4897643/077-3346522,2895181,waruna.s@hifashion.lk
695,H V A FOODS PLC,VALUE ADDED TEA,HARSHA FERNANDO,Manufacturing,NO. 39A,LINTON RD.,KANDANA,5327015,4-832802,harsha@heladiv.com
696,H Y VITAL EXPORTS (PVT) LTD.,FABRIC PALLETS,SUN ASSOCIATES,Apparel,233 A,SRI VIPULAGNANA NAHIMI MW,EHELIYAGODA,773784539,112591359,sunassociates@dialognet.lk
697,H. DON CAROLIS & SONS (PVT) LTD,FURNITURE,MR. VIRAJ HEWAVITARNE - DIRECTOR,Manufacturing,NO. 65,STATION PASSAGE,COLOMBO 02,"2323163, 0777 356681","23,078,282,439,600",viraj@doncarolis.com
698,H. HYDRO W. V. (PVT) LTD.,2.5 MW HYDRO POWER PLANT,DR NISHANTHA  NANAYAKKARA,Utilities,"NO. 92/A, G H PERERA MW.",RATTANAPITIYA,BORALESGAMUWA.,0773-071-701,2545192,nishanthann@sltnet.lk
699,H.J.S. CONDIMENTS LTD.,FRUITS & VEGETABLES PROCESSING,SUNIL RAJAPAKSHA M(HR & PRODUCTIVITY IMP,Agriculture,"BIOCK 61, 61A,62 & 63",B.E.P.Z,BIYAGAMA.,"011-5219408, 077)3484",011-2465720,sunil.rajapakshe@hjs.hayleys.com
700,H.P.D. POWER (PVT) LTD.,3.2S MW MINI HYDRO POWER PLANT,MR. MANJULA PERERA,Utilities,"NO. 334,","T B JAYAH MAWATHA,",COLOMBO 10.,112697151,112699029,manjula@windforce.lk
701,HABARANA LODGE LTD.,REFURBISHMENT & UPGRADING OF CINNAMON LODGE - 27 ROOMS,J KEHELPANNALA,Tourism & Leisure,NO. 130,GLENNIE ST.,COLOMBO 02,2306601,2439046,kehel@keells.com
702,HAIRU NAVAL CRAFT ENGINEERING (PVT) LTD.,FIBRE RE-IN FORCED BOATS,MS NADEEKA RAJAPAKSHE,Manufacturing,NO: 253,KATUGASTOTA ROAD,KANDY,0774 776366,81 2202361,nadeeka@hairuec.com
703,HAMBANTOTA TRADING COMPANY (PVT) LTD.,EXPORT TRADING HOUSE,R ALOSIAS,Apparel,NO. 100,KINSEY RD.,COLOMBO 07,0777 3697708,2693318,ajit@wlawyers.com.au
704,HANWELLA RUBBER PRODUCTS (PVT) LTD.,EXAMINATION GLOVES,N A R R S NANAYAKKARA - DIRECTOR FINANCE,Manufacturing,NO.400,DEANS RD.,COLOMBO 10.,2627514,2699018,ramesh@dplgroup.com
705,HANWELLA RUBBER PRODUCTS (PVT) LTD.-EXP1,LATEX EXAMINATION GLOVES,DAMITHA DHARMASENA,Manufacturing,,,,4796936,4796932,damitha@bamgroup.com
706,HAPUGAHAKUMBURA HYDRO POWER (PVT) LTD.,1.6 MW MINI HYDRO POWER PLANT,GAMINI RANJANA WALPOLA,Utilities,"NO. 78 C, DEMEWATTA ROAD",KOSWATTA,NAWALA,114963539,1122883918,ranjanagw@gamail.com
707,HARISHA TUFF LANKA (PVT) LTD.,"COIR FIBRE BAILING, COIR TNINE, TNISTED COIR",K D WICKRAMARATHNA,Manufacturing,PUTTALAM ROAD,MANAWARIYA,RAJAKADALUWA,077-3668065,032-2259343,harishatuff@sltnet.lk
708,HASKELL GAR. (PVT) LTD.,GARMENTS,N K TEJWANI,Apparel,"NO. 33 , SIRI SORATHA MW.",WIJAYARAMA,NUGEGODA.,0115551236/7,115551236,nicky@simlanka.com
709,HAYLEYLINES LTD.,PROVIDE INTERNATIONAL SHIP OPERATION & CHARTERING SERVICES,DAVE KELLY,Services,THURBURN WING,"NO 400, DEANS ROAD",COLOMBO 10.,772033635,2699338,dave.kelly@hayleylines.com
710,HAYLEYS AGRO BIOTECH (PVT) LTD.,BIO TECHNOLOGY,SUMITH ARAVINDA,Agriculture,NO 25,FOSTER LANE,COLOMBO 10,"0112628261,077-6573710",011 2628272,sumith.aravinda@agro.hayleys.com
711,HAYLEYS BUSINESS SOLUTIONS INTL. (PVT) L,IT ENABLED SERVICES,ARUL SIVAGANANATHAN,Knowledge Services,400,DEANS ROAD,COLOMBO 10,2628800,2628801,arul.s@hayleys.com
712,HAYLEYS FABRIC PLC,QUALITY KNITTED FABRICS,RUWAN ROHITHA BANDARA,Apparel,NARTHUPANA ESTATE,NEBODA,,777317482,342242048,RohithaB@hayleysfabric.com
713,HAYLEYS FREE ZONE LTD.,INTERNATIONAL INTEGRATED LOGISTIC HUB FACILITY,ABHAYA BANDARANAYAKA,Services,HAYLEYS FREE ZONE LIMITED,"NO. 400,","DEANS RD., COLOMBO 10",112261880,,abhaya.bandaranayaka@advantis.world
714,HAYLEYS GLOBAL BEVERAGES (PVT) LTD.,"VALUE ADDED TEA (INSTANT TEA, TEA EXTRACTS & RTD BEVERAGES)",RANGI WIJESEKERA,Manufacturing,HAYLEYS GLOBAL BEVERAGES (PVT) LTD,NO: 400,DEANS ROAD,112627804,112627802,rangi.wijesekera@hgbl.hayleys.com
715,HAYLEYS NELUWA HYDRO POWER (PVT) LTD.,4.3MW MINI HYDRO POWER  PLANT,ANTON RUSSELL DE SILVA,Utilities,"NO.27/2, EAST TOWER,","WORLD TRADE CENTRE,",COLOMBO 01,112381111,112381115,russell.dezilva@hayleyspower.com
716,HEINEKEN LANKA LTD.,BEER & STOUT,A M JANANI BHAGYA CHANDRASENA,Agriculture,548/B,NAWALA RD,RAJAGIRIYA,011 2866575,011 2888118,Janani.Bhagya@apblanka.lk
717,HEINEKEN LANKA LTD. - EXE,BEER,ANTON ROCK FERNANDO,Agriculture,"NO. 46, WELIKADA WATTE",NAWALA RD.,RAJAGIRIYA,2866575,2888118,anton @apblanks.lk
718,HELA CLOTHING (PVT) LTD.,GARMENTS - KNITTED,MR.MAHESH SEMAGE - FINANCE CONTROLLER,Apparel,"304 , 1 ST FLOOR",NEGOMBO RD.,PELIYAGODA.,0115800200-23/077-3918351,115800302,mahesh@helaclothing.com
719,HELA CLOTHING (PVT) LTD. - EXP 5,KNITTED GARMENTS,A M R FERNANDO,Apparel,HELA CLOTHING (PVT) LTD.,"NO. 304, 1ST FLOOR, GRACE LAND BLDG.","NEGOMBO RD., PELIYAGODA",4791888,4791800,ravi@helaclothing.com
720,HELA CLOTHING (PVT) LTD. - EXP 6,GARMENTS,RAVI FERNANDO,Apparel,"NO. 304, GRACELAND BLDG.",NEGOMBO RD.,PELIYAGODA,4791888,4791800,ravi@helaclothing.com
721,HELA CLOTHING (PVT) LTD. - EXP1,GARMENTS - KNITWEAR,RAVI FERNANDO - JOINT MAMNAGING DIRECTOR,Apparel,,,,2234000 ext. 2001,2233678,ravi@helaclothing.com
722,HELA CLOTHING (PVT) LTD. - EXP2,GARMENTS - KNITTED,REHAN LAKHAMY - JOINT MANAGING DIRECTOR,Apparel,,,,2234000 ext. 388,2233678,rehan@helaclothing.com
723,HELA CLOTHING (PVT) LTD.-EXPANSION 3,GARMENTS,RAVI FERNANDO - FINANCE DIRECTOR,Apparel,NO. 36,BRISTOL ST.,COLOMBO 01.,2234000,2233678,ravi.apparel@hemas.com
724,HELIOS-THIRAPPANE BIOPOWER PROJECT P.L.,1.5 MW DENDRO POWER PLANT,D .K  WIJEWARDENE.-MANAGEMENT CONSULTANT,Utilities,"NO. 277, NEW HUNUPITIYA RD.",DALUGAMA,KELANIYA,071-8067381,2905196,nelnaga@sltnet.lk
725,HELLOCORP (PVT) LTD.,E CUSTOMER SERVICE,L.RAVEENDRAN,Knowledge Services,NO.10,MILE POST AVENUE,COLOMBO 03.,117577266,112676797,ravi@hellocorp.com
726,HEMAS CAPITAL HOSPITAL (PVT) LTD.,HOSPITAL - 50 BEDS,PORTIA JAYAMAHA,Infrastructure,HEMAS HOSPITALS (PVT) LTD.,"NO. 389, NEGOMBO RD.",WATTALA,7888888/ 0772447698,,portia@hemas.com
727,HEMAS DEVELOPMENTS (PVT) LTD.,STORIED OFFICE COMPLEX,NALIN WICKREMA,Infrastructure,"HEMAS BUILDING, NO. 36,",SIR RAZIK FAREED MAWATHA,COLOMBO 1.,011 4731731,011 4731789,nalin.hss@hemas.com
728,HEMAS HOSPITALS (PVT) LTD.,MULTI SPECIALTY HOSPITAL,PORTIA JAYAMAHA,Infrastructure,"NO. 389 , NEGOMBO RD.",WATTALA.,,011 7888888 /0772447698,011 4891048,portia@hemas.com
729,HEMAS MANUFACTURING (PVT) LTD.,SOAP & COSMETIC PRODUCTS,ROY JOSEPH,Manufacturing,NO. 36,BRISTOL ST.,COLOMBO 01,"4 731731, 2435291",2437188/4731666,roy@hemas.com
730,HEMAS SOUTHERN HOSPITALS (PVT) LTD.,HOSPITAL,PORTIA JAYAMAHA,Infrastructure,HEMAS HOSPITALS (PVT) LTD,"NO 389, NEGOMBO ROAD",WATTALA,772447698,,portia@hemas.com
731,HERBERT STEPHAN LANKA (PVT) LTD.,SYNTHETIC GEM STONES,D.C. MALLAWARACHCHI,Manufacturing,"NO. 95, PAGODA RD.",NUGEGODA.,,4-304604,2-768184,damithstephan@sltnet.lk
732,HERITAGE PREMIER FOODS (PVT) LTD.,"FOOD PROCESSING,PURIFICATION & BOTTLING OF DRINKING WATER",S RAVEENTHIRAN,Manufacturing,NO. 3/4,ROCKWOOD PLACE,COLOMBO 07,"5378081, 0772078455",5378080,sr@isfindustries.com
733,HERITAGE RESERVES (PVT) LTD.,ECO TOURISM - 12 ROOMS,LUCY ADAMS- MANAGING DIRECTOR,Tourism & Leisure,110/3 THURSTAN ROAD,COLOMB0 3,,777637233,,beginagainfinnegan@gmail.com
734,HERITAGE TEAS PREMIUM SERVICES (P) L-EXP,VALUE ADDED TEA,G PATHIRAGE,Manufacturing,"NO. 96, AMBATALE RD.",KOHILAWATTE,WELLAMPITIYA,2569813,2569813,finance@heritagegroup.lk
